run,event,rec_particle_pid_list,rec_particle_charge_list,rec_particle_status_list,rec_particle_px_list,rec_particle_py_list,rec_particle_pz_list,rec_particle_p_list,rec_particle_theta_deg_list,rec_particle_vx_list,rec_particle_vy_list,rec_particle_vz_list,mc_lund_pid_list,mc_lund_px_list,mc_lund_py_list,mc_lund_pz_list,mc_lund_p_list,mc_lund_theta_deg_list,mc_lund_vx_list,mc_lund_vy_list,mc_lund_vz_list,rec_track_pindex_detector_list,rec_traj_pindex_detector_layer_list,rec_scintillator_pindex_detector_component_list
11,1111,"11,211,0","-1,1,1","-2231,2210,4000","-1.36879647,0.66493911,0.65411997","-0.42112258,-0.27143326,-0.27259055","7.32130051,0.91831738,0.91553491","7.46005289,1.16581595,1.15774899","11.06782650,38.02857940,37.74071423","-0.05757762,0.16888197,0.00003711","0.22871098,0.48527974,0.00008906","-1.32023120,-0.85610378,-1.31515181","11,211","-1.37178397,0.66417497","-0.41697299,-0.27669400","7.32203102,0.93316799","7.46108545,1.17834226","11.07913492,37.63348777","0.00000000,0.00000000","0.00000000,0.00000000","-1.54681599,-1.54681599","0:6,1:6,2:5","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:1,0:18:3,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:3,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7,2:5:1,2:5:3,2:5:5,2:5:7,2:5:12,2:4:1,2:3:1,2:3:2,2:3:3","0:12:7,0:12:21,1:12:21,1:12:54"
11,2741,"11,211,211","-1,1,1","-2231,4100,2230","-1.63063836,-0.12624981,-0.08252425","-0.66265631,0.74885499,0.68322122","4.96230412,0.96265435,0.85233039","5.26522146,1.22614282,1.09547642","19.52971187,38.26934599,38.91803914","-0.10003321,0.00362524,-0.70081949","0.29101712,0.00061118,-0.12896246","-4.37299633,-4.25144339,-2.20671988","11,211","-1.65798295,-0.12508699","-0.66838998,0.74475503","5.03189898,0.95238602","5.34000561,1.21546121","19.55815565,38.41236643","0.00000000,0.00000000","0.00000000,0.00000000","-5.35349512,-5.35349512","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:4,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:13,0:12:36,1:4:16,2:12:21,2:12:54"
11,4941,"11,211,22,22","-1,1,0,0","-2231,2210,2120,4100","-1.48273516,0.70020777,-0.44799706,0.00000000","1.19855499,0.20852174,0.44090071,0.00000000","5.68566704,0.92574573,1.87102795,0.00000000","5.99681976,1.17931225,1.97378833,0.00000000","18.53787235,38.28045036,18.56960469,nan","0.00700891,-0.53129363,0.00700891,0.00700891","-0.01263730,1.63437724,-0.01263730,-0.01263730","-1.71588206,-0.43748331,-1.71588206,-1.71588206","11,211","-2.02532411,0.73924798","1.72581005,0.25919899","7.93770123,0.98399198","8.37182530,1.25774080","18.53229885,38.52386633","0.00000000,0.00000000","0.00000000,0.00000000","-6.19137621,-6.19137621","0:6,1:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:3,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7","0:12:13,0:12:33,1:12:21,1:12:53,2:12:12,3:4:5"
11,4579,"11,211,211,22","-1,1,1,0","-2231,4100,2210,2010","1.02018297,0.14518958,0.16359672,-0.05167517","0.12828226,0.70020980,0.64833879,0.14286514","3.07301903,0.89368188,0.83138990,0.27504796","3.24047459,1.14457026,1.06691905,0.31421672","18.49998219,38.66600482,38.80862220,28.91419748","-0.03145126,0.01260502,-0.74567306,-0.03145126","0.12126248,-0.00261367,0.14873195,0.12126248","-2.49214339,-2.63628840,-2.07985115,-2.49214339","11,211","1.01844299,0.14703500","0.12975800,0.70529097","3.08647203,0.89793998","3.25274851,1.15123884","18.39905130,38.74151715","0.00000000,0.00000000","0.00000000,0.00000000","-3.60449100,-3.60449100","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:14,0:12:37,1:4:13,2:12:20,2:12:52"
11,4838,"11,211,211","-1,1,1","-2231,4100,2220","-1.60745990,-0.08932111,-0.11423864","1.17185736,-0.75002426,-0.66546756","4.64608097,0.94210577,0.85257316","5.05403259,1.20750898,1.08755622","23.17866623,38.72055803,38.37773352","0.43912724,-0.00155172,0.34374467","0.55216372,0.00018480,-0.02323707","-2.86053848,-3.56596828,-3.66663933","11,211","-1.58398998,-0.08774700","1.15709102,-0.73021698","4.58006716,0.94169497","4.98245914,1.19486644","23.18502378,37.99007818","0.00000000,0.00000000","0.00000000,0.00000000","-3.38862205,-3.38862205","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:42,1:4:38,2:12:20,2:12:52"
11,3188,"11,211,211,2112,2112","-1,1,1,0,0","-2131,4100,2230,2010,2010","-0.28567570,-0.47178581,-0.39102077,0.77831393,0.23219468","1.37354922,-0.93580627,-0.58076298,-6.69220400,-1.54304779","7.51135397,1.16874063,0.88503951,15.61098957,3.39352155","7.64124902,1.56979932,1.12848474,17.00277514,3.73509027","10.57959145,41.88246047,38.34656019,23.34381637,24.69407095","-1.06633472,-0.00273426,-6.67361259,-1.06633472,-1.06633472","-0.23480976,0.00137848,4.51926136,-0.23480976,-0.23480976","-0.00928757,-2.42376709,-20.49827957,-0.00928757,-0.00928757","11,211","-0.30730301,-0.47391301","1.34212303,-0.93704301","7.47577381,1.17675102","7.60150797,1.57714492","10.43553809,41.74397560","0.00000000,0.00000000","0.00000000,0.00000000","-4.60833216,-4.60833216","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:19,1:4:34,2:12:14,2:12:38"
11,2331,"11,211,211","-1,1,1","-2231,4100,2220","1.77067339,0.14044711,0.16202773","-2.06697083,0.75737166,0.66307080","8.49495602,0.91141695,0.84357977","8.92030999,1.19332229,1.08514639","17.76494743,40.20281740,38.97795994","0.53555608,0.01048464,-1.38352013","0.48749053,-0.00194427,0.31859139","-5.51256561,-3.89751959,-4.65044451","11,211","1.80988204,0.14384700","-2.08479309,0.76380903","8.59291553,0.92963600","9.02553226,1.21174225","17.81160513,39.89781996","0.00000000,0.00000000","0.00000000,0.00000000","-6.49010706,-6.49010706","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:12,0:12:32,1:4:13,2:12:20,2:12:53"
11,3031,"11,321,211","-1,1,1","-2231,4100,2210","-0.77491742,-0.68991542,-0.63302934","-0.25656214,0.08056439,0.10146368","5.04688072,0.88221204,0.80063689","5.11246772,1.12284104,1.02569023","9.18748405,38.21487700,38.68596729","-0.14317194,-0.00002384,-0.08886168","0.46303493,-0.00020411,-0.73534638","-2.02136660,-2.08504009,-0.86661965","11,211","-0.78230399,-0.67767298","-0.25273401,0.08034700","5.05792189,0.84840399","5.12429974,1.08880009","9.23212953,38.81169358","0.00000000,0.00000000","0.00000000,0.00000000","-2.02959991,-2.02959991","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:1,0:18:3,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:7,0:12:20,1:4:26,2:12:18,2:12:47"
11,1544,"11,211,211,2112","-1,1,1,0","-2231,4100,2130,2010","1.05026579,0.19090092,0.07162262,0.40806368","-0.99584275,-0.75514877,-0.65509844,-0.39272371","7.35956955,0.94594973,0.82702637,1.84099805","7.50053498,1.22536269,1.05747642,1.92614166","11.12577710,39.46839784,38.54900176,17.09946331","-0.36897719,-0.01233484,4.49987078,-0.36897719","-0.37001935,-0.00311824,0.53730834,-0.37001935","-3.78890252,-5.40406799,-4.85049820,-3.78890252","11,211","1.03657496,0.19578600","-0.99200600,-0.76279497","7.29661083,0.94628102","7.43633601,1.23111173","11.12443153,39.76813250","0.00000000,0.00000000","0.00000000,0.00000000","-5.70837116,-5.70837116","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:7,0:12:21,1:4:40,2:12:55"
11,2411,"11,321,211","-1,1,1","-2231,4100,2130","0.28760350,0.56053191,0.51855928","0.10141037,-0.48098952,-0.47187307","2.80413032,0.92014307,0.87768602","2.82066422,1.17991958,1.12334353","6.20671873,38.75449173,38.61879465","0.12474892,-0.00183582,-0.08258469","-0.37859541,-0.00213941,-0.06597510","-4.73476267,-5.01161098,-5.40756798","11,211","0.29050899,0.56692702","0.09753900,-0.48611701","2.79790306,0.93845803","2.81463512,1.19934126","6.25052748,38.51198735","0.00000000,0.00000000","0.00000000,0.00000000","-4.44586706,-4.44586706","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:8,0:12:23,1:4:45,2:12:52"
11,2460,"11,0,211,22","-1,1,1,0","-2221,4000,2230,2120","0.66939741,0.80478138,0.57733089,0.91680723","-0.06570966,0.64264697,0.32096487,-0.19212006","2.13025522,1.48742533,0.84197342,2.95113802","2.23391987,1.80917172,1.07016291,3.09623339","17.52318658,34.69857680,38.11520340,17.60995800","-0.06668773,-0.00353470,0.49500841,-0.06668773","-0.49984446,0.00442647,-0.94015670,-0.49984446","-5.48193121,-5.49502850,3.62203693,-5.48193121","11,211","1.53485203,0.81451601","-0.25159401,0.65271300","4.91128016,1.50208104","5.15167381,1.82913040","17.57229102,34.79494727","0.00000000,0.00000000","0.00000000,0.00000000","-9.66378689,-9.66378689","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:14,0:12:37,2:12:20,2:12:51,3:12:11"
11,1044,"11,45,211,211,2112,22,22","-1,1,1,1,0,0,0","-2231,4100,2110,2230,2010,4130,4010","-0.64502937,1.73482633,0.65237498,0.03233325,0.56326574,0.00000000,0.00000000","2.76033115,-2.74617887,0.31782854,-0.40532079,0.69799221,-0.00000000,0.00000000","6.11436796,2.95069695,0.89616293,0.49845800,1.73583412,0.00000000,-0.00000000","6.73950937,4.38836339,1.15313316,0.64326570,1.95386323,0.00000000,0.00000000","24.87300338,47.74811150,38.99919881,39.20524374,27.32571759,nan,nan","0.40980411,-0.03971144,5.71833420,3.72666788,0.40980411,0.40980411,0.40980411","0.08098346,-0.02508666,-11.79602528,0.32655966,0.08098346,0.08098346,0.08098346","-5.87821913,-2.20500255,8.05169678,-4.59427214,-5.87821913,-5.87821913,-5.87821913","11,211","-0.64332801,1.34185100","2.77428508,-2.18114591","6.12572622,3.05420399","6.75537196,3.98574003","24.93409233,39.97874992","0.00000000,0.00000000","0.00000000,0.00000000","-2.58139110,-2.58139110","0:6,1:5,2:6,3:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7,3:15:1,3:8:1,3:8:2,3:8:3,3:8:4,3:8:5,3:8:6,3:6:6,3:6:18,3:6:36,3:12:2,3:12:1,3:16:1,3:7:1,3:7:4,3:7:7","0:12:17,0:12:43,1:4:42,2:12:44,3:12:10,3:12:28,5:3:2,5:3:2,5:3:2,5:4:39,6:3:2"
11,4736,"11,0,211,2112,22","-1,1,1,0,0","-2221,4000,2110,2010,2120","0.96499991,-0.53592217,-0.51904571,-0.16307241,-0.13079953","-0.21901733,-0.46380022,-0.42410195,-0.53468293,-0.34371623","2.44405293,0.87591368,0.84367383,0.95830554,0.70138168","2.63677609,1.12674220,1.07752329,1.10942686,0.79195052","22.04191720,38.97813551,38.46622104,30.25581937,27.66983174","-0.03795797,0.00220704,0.45329776,-0.03795797,-0.03795797","-0.05762223,-0.00255024,-0.51694983,-0.05762223,-0.05762223","-1.33551598,-0.60392243,-1.19942427,-1.33551598,-1.33551598","11,211","0.97326398,-0.53081799","-0.22552399,-0.45857900","2.46384001,0.87462300","2.65868603,1.12117252","22.07184226,38.73056883","0.00000000,0.00000000","0.00000000,0.00000000","-2.96888494,-2.96888494","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:41,2:12:50,4:12:19"
11,4089,"11,211,211,22,22","-1,1,1,0,0","-2231,4100,2230,2110,2010","1.83988249,0.10192170,0.06906316,0.74304658,0.19480245","0.67160958,-0.67894435,-0.64604634,0.21165064,0.03696893","8.28664494,0.89092040,0.83122796,3.28278470,0.75283402","8.51496984,1.12476336,1.05502868,3.37247529,0.77850739","13.29835640,37.61819373,38.01287551,13.24353484,14.75531513","-0.10808394,0.00020362,0.98500746,-0.10808394,-0.10808394","0.25729516,0.00003057,0.13516082,0.25729516,0.25729516","-3.01034856,-2.95269251,-2.69153333,-3.01034856,-3.01034856","11,211","2.19860196,0.10001200","0.78119701,-0.68068200","9.89517879,0.90662402","10.16654724,1.13811137","13.26787431,37.19298348","0.00000000,0.00000000","0.00000000,0.00000000","-4.69136190,-4.69136190","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:8,0:12:23,1:4:40,2:12:20,2:12:51,3:12:7"
11,3576,"11,321,211,22","-1,1,1,0","-2231,4100,2230,2030","0.55174333,-0.73016793,-0.64308894,1.11064422","-0.53580147,-0.11431723,-0.04643216,-1.08125436","2.25568271,0.89718348,0.81582320,4.56937504","2.38319290,1.16239056,1.03984942,4.82512485","18.82721716,39.48028613,38.32009255,18.73821435","0.26585805,-0.00171481,0.23951259,0.26585805","0.30139229,0.01095282,-2.90885377,0.30139229","-5.35223675,-4.67124367,-4.51990080,-5.35223675","11,211","1.66082299,-0.72775400","-1.61781502,-0.11228300","6.83242702,0.91787398","7.21510343,1.17674381","18.74436152,38.73835027","0.00000000,0.00000000","0.00000000,0.00000000","-4.19872284,-4.19872284","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:15,0:12:40,1:4:28,2:12:18,2:12:48"
11,2941,"11,211,211","-1,1,1","-2131,4100,2230","1.27733254,-0.01631394,0.04441559","-0.81693453,0.80166918,0.65658826","5.87950420,1.04475772,0.83632469","6.07186381,1.31698835,1.06419917","14.46061729,37.50567288,38.19856882","0.16831751,-0.01930148,-1.36059058","0.27612600,-0.00039278,0.07351322","-5.65547466,-5.26534986,-5.11373043","11,211","1.27328801,-0.01954400","-0.80921698,0.81063598","5.85978794,1.05989301","6.05088499,1.33449836","14.43792656,37.41780935","0.00000000,0.00000000","0.00000000,0.00000000","-5.66659403,-5.66659403","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:26,1:4:15,2:12:20,2:12:52"
11,3573,"11,0,211","-1,1,1","-2231,4000,2230","-1.71113539,-0.10881539,-0.11638475","-0.36119795,-0.70243788,-0.67193204","4.91925240,0.87491947,0.85340261","5.22087085,1.12727275,1.09239833","19.57079372,39.09165735,38.62765409","0.03269209,-0.00765905,-0.47239017","-0.04756958,0.00118647,0.12836380","-1.06936550,-0.37473306,-0.73341405","11,211","-1.70403004,-0.10817400","-0.36196399,-0.68773198","4.89701891,0.87145299","5.19764663,1.11539554","19.58234038,38.62069961","0.00000000,0.00000000","0.00000000,0.00000000","-4.05002785,-4.05002785","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:4,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:14,0:12:37,2:12:20,2:12:52"
11,2541,"11,321,211","-1,1,1","-2231,4100,2230","-1.87136281,0.55144942,0.49797651","-0.41392037,-0.58668971,-0.55858171","6.26831055,0.99946630,0.92787617","6.55477276,1.28344621,1.19203537","17.00148935,38.85497187,38.88600499","0.08418532,0.01025956,0.63951218","-0.30890369,0.00964331,0.60895848","-4.47222376,-3.90711403,-2.78720236","11,211","-1.86493099,0.55202502","-0.41597199,-0.58604300","6.26406813,1.03141403","6.54901136,1.30843148","16.96353273,37.97467483","0.00000000,0.00000000","0.00000000,0.00000000","-4.13730383,-4.13730383","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:4,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:12,0:12:31,1:4:44,2:12:20,2:12:52"
11,131,"11,211","-1,1","-2231,2230","0.97243798,-0.64891165","0.31409433,-0.25843695","8.68428326,0.86838925","8.74420188,1.11443972","6.71130183,38.81115165","-0.05425713,-1.57525098","0.15318491,4.01216459","-0.71045125,3.47302723","11,211","0.96516299,-0.68874103","0.31561401,-0.30737001","8.64328480,1.04325199","8.70273083,1.28732872","6.70067902,35.86490878","0.00000000,0.00000000","0.00000000,0.00000000","-2.78133512,-2.78133512","0:6,1:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:3,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7","0:12:4,0:12:13,1:12:19,1:12:50"
11,1260,"11,211,211","-1,1,1","-2221,4100,2230","0.40139121,0.61981845,0.57466310","0.65229189,-0.25391272,-0.24878024","1.96303928,0.87084061,0.79766178","2.10715990,1.09864004,1.01409743","21.31370251,37.56584152,38.13359247","-0.04626087,-0.00418474,-0.01411701","0.00686992,-0.01021525,0.05273211","-3.09248924,-3.64816189,-3.46799994","11,211","0.39815900,0.61081201","0.64645898,-0.25182900","1.96114600,0.85864699","2.10298203,1.08341304","21.16336970,37.57658613","0.00000000,0.00000000","0.00000000,0.00000000","-3.52055407,-3.52055407","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:17,0:12:43,1:4:48,2:12:19,2:12:49"
11,1680,"11,211,211,2112","-1,1,1,0","-2231,4100,2220,2010","-0.59657615,-0.23890187,-0.26120466,-0.00000000","1.02454817,-0.70108050,-0.61698431,0.00000000","8.92152309,0.92021239,0.85267633,0.00000000","8.99995424,1.18126153,1.08441433,0.00000000","7.56968255,38.83014594,38.15881226,nan","-0.12107214,-0.01300449,0.98116523,-0.12107214","-0.07452258,0.00443144,-0.38500750,-0.07452258","-4.84721613,-4.97575569,-6.12395287,-4.84721613","11,211","-0.59452403,-0.23663400","1.01969504,-0.69015902","8.91504288,0.91175902","8.99284306,1.16774125","7.54211295,38.66716744","0.00000000,0.00000000","0.00000000,0.00000000","-5.05845881,-5.05845881","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:5,0:12:14,1:4:36,2:12:18,2:12:48"
11,3502,"11,211,211","-1,1,1","-2231,4100,2230","2.96634507,0.19809328,0.23174761","0.17824946,0.73505628,0.61967033","9.04430485,0.91459501,0.82331687","9.52000137,1.18997173,1.05619551","18.18902077,39.77296319,38.78410099","-0.02567258,-0.01052415,-2.68219161","0.10083485,0.00283620,0.98039502","-1.63488483,-1.61035371,-2.10234761","11,211","3.03340197,0.19594100","0.18264499,0.73675901","9.25119781,0.91853201","9.73753294,1.19369501","18.18466511,39.69221412","0.00000000,0.00000000","0.00000000,0.00000000","-3.66690302,-3.66690302","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:12,0:12:33,1:4:12,2:12:20,2:12:51"
