run,event,rec_particle_pid_list,rec_particle_charge_list,rec_particle_status_list,rec_particle_px_list,rec_particle_py_list,rec_particle_pz_list,rec_particle_p_list,rec_particle_theta_deg_list,rec_particle_vx_list,rec_particle_vy_list,rec_particle_vz_list,mc_lund_pid_list,mc_lund_px_list,mc_lund_py_list,mc_lund_pz_list,mc_lund_p_list,mc_lund_theta_deg_list,mc_lund_vx_list,mc_lund_vy_list,mc_lund_vz_list,rec_track_pindex_detector_list,rec_traj_pindex_detector_layer_list,rec_scintillator_pindex_detector_component_list
11,1127,"11,0,211","-1,1,1","-2231,4000,2230","-1.45814228,-0.37252390,-0.39002809","2.17768908,-0.46107280,-0.50344145","8.30164146,0.97442120,0.80531013","8.70550169,1.14055200,1.02669353","17.52062900,31.31290898,38.33732457","0.00845614,0.01301909,-1.82187176","-0.01410528,-0.01051877,1.44052160","-1.80399299,-4.19076157,-1.18234921","11,211","-1.45917904,-0.38790700","2.17919493,-0.48624000","8.31387806,0.81222200","8.71772117,1.02303752","17.50787515,37.44552362","0.00000000,0.00000000","0.00000000,0.00000000","-3.15328908,-3.15328908","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:12,0:12:32,2:12:16,2:12:43"
11,4137,"11,211,211","-1,1,1","-2231,4100,2230","0.29348430,0.22762091,0.18742459","-0.26620317,-0.72111815,-0.68643492","2.60648155,0.93538433,0.90019870","2.63642623,1.20281608,1.14746615","8.64373667,38.95299590,38.32461606","0.24534898,0.00813268,1.02400696","0.28674740,0.00256708,0.31088066","-5.69739771,-4.29561806,-7.29815483","11,211","0.29492101,0.23718201","-0.26515201,-0.74364400","2.62519908,0.96091300","2.65498667,1.23798849","8.59074842,39.08704719","0.00000000,0.00000000","0.00000000,0.00000000","-3.65859294,-3.65859294","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:10,0:12:26,1:4:41,2:12:20,2:12:51"
11,2015,"11,2212,211,2112,22","-1,1,1,0,0","-2231,4100,2220,2010,2210","1.45820630,4.20384645,0.38968158,1.63933706,-0.04295231","0.00313513,-1.31895804,-0.49043262,-0.35318327,-0.03953771","5.43359232,4.96232700,0.80119097,3.00703740,0.21302481","5.62586002,6.63601271,1.01699698,3.44302750,0.22087938","15.02245856,41.60091845,38.01954062,29.14733505,15.32557215","-0.01181182,-0.00579630,6.91788816,-0.01181182,-0.01181182","-0.20581797,-0.01847423,5.56083345,-0.20581797,-0.20581797","-5.08027315,-4.97839689,-6.74559593,-5.08027315,-5.08027315","11,211","1.47379804,3.66298389","-0.00380600,-1.17250395","5.48285198,4.31096077","5.67747840,5.77724842","15.04559277,41.73805410","0.00000000,0.00000000","0.00000000,0.00000000","-6.32725620,-6.32725620","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:11,0:12:29,1:4:47,2:12:21,2:12:53,4:12:8,4:12:23"
11,1764,"11,211,0,2112","-1,1,1,0","-2231,2130,4000,2010","-2.14139724,0.43876949,0.42706639,0.42937887","-0.68001777,0.44676647,0.44877914,1.85885453","9.80631542,0.78765619,0.76782233,3.51036668","10.06040896,1.00624113,0.98657971,3.99529481","12.90461222,38.48502669,38.89783387,28.52303640","0.02519557,-0.92502677,-0.01699558,0.02519557","-0.03915474,0.85720783,0.01617330,-0.03915474","-0.45263079,-0.84557527,-0.78699940,-0.45263079","11,211","-2.12334800,0.45625499","-0.67458701,0.48856199","9.73680973,0.81574500","9.98845023,1.05465697","12.88827693,39.33352294","0.00000000,0.00000000","0.00000000,0.00000000","0.33972299,0.33972299","0:6,1:6,2:5","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:1,0:18:3,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:3,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7,2:5:1,2:5:3,2:5:5,2:5:7,2:5:12,2:4:1,2:3:1,2:3:2,2:3:3","0:12:8,0:12:22,1:12:49"
11,2650,"11,211,211,2112","-1,1,1,0","-2221,4100,2230,2010","0.50021005,-0.52393270,-0.51135266,-0.45647407","0.40357047,-0.55533242,-0.45255765,-1.18927443","1.76042807,0.92062229,0.84607035,2.09583759","1.87408277,1.19601211,1.08725572,2.45260626","20.05656655,39.66915844,38.90662636,31.29161182","-0.09856360,-0.00259605,1.14338768,-0.09856360","0.08569699,0.00244927,-1.24439955,0.08569699","-4.00441742,-3.15652180,-4.43290710,-4.00441742","11,211","0.50169700,-0.53383398","0.40256199,-0.56608498","1.76204801,0.92898798","1.87578496,1.21179602","20.05469871,39.94860207","0.00000000,0.00000000","0.00000000,0.00000000","-4.67231417,-4.67231417","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:41,1:4:33,2:12:20,2:12:53"
11,3730,"11,321,211,22","-1,1,1,0","-2231,4100,2200,2020","-2.60550070,0.73949724,0.68963772,0.19277610","-2.52295661,0.09819713,0.06266067,0.15304200","9.17129421,0.89161772,0.85690004,0.48120522","9.86238214,1.16253215,1.10172783,0.54050250","21.57658085,39.91816315,38.94239073,27.08999632","0.27591208,-0.00042521,-0.07172083,0.27591208","-0.25135761,0.00320215,0.59065878,-0.25135761","-0.47477618,-0.83105022,-2.57574391,-0.47477618","11,211","-2.59654093,0.75497800","-2.52733898,0.10153600","9.19415665,0.92790800","9.88240778,1.20054763","21.50963448,39.38461792","0.00000000,0.00000000","0.00000000,0.00000000","-7.07753992,-7.07753992","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:14,0:12:37,1:4:4,2:12:18,2:12:48"
11,4226,"11,211,211","-1,1,1","-2231,4100,2230","-2.65697598,-0.26725179,-0.28459936","-3.10920238,-0.66662490,-0.58743167","9.02968979,0.88087231,0.80859756","9.91271701,1.13655106,1.03918371","24.36723358,39.19135849,38.91229380","0.69283700,-0.00253238,1.32085812","-0.57494074,0.00101524,-0.59656781","-0.58730227,-1.03558779,-1.60130310","11,211","-2.66076708,-0.26534900","-3.14059091,-0.65527898","9.11473083,0.86755902","10.00106549,1.11913327","24.30380061,39.17627175","0.00000000,0.00000000","0.00000000,0.00000000","-0.99053103,-0.99053103","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:43,1:4:36,2:12:18,2:12:48"
11,2730,"11,0,211","-1,1,1","-2231,4000,2230","0.72318923,-0.70651901,-0.70022345","2.42256308,-0.14032523,-0.13676161","5.43705416,0.91989571,0.89395142","5.99611311,1.16836141,1.14375074","24.93819918,38.06253589,38.59302977","-0.76166272,-0.00090068,-0.08228793","0.20708533,0.00453480,0.54841477","-1.64072120,-0.95628834,-0.74534166","11,211","0.74046099,-0.70246297","2.48097706,-0.13825400","5.56817198,0.89734399","6.14068960,1.14795237","24.93773027,38.58433967","0.00000000,0.00000000","0.00000000,0.00000000","-3.18006301,-3.18006301","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:18,0:12:46,2:12:19,2:12:50"
11,4471,"11,321,211,2112","-1,1,1,0","-2231,4100,2230,2010","0.14563133,0.31251055,0.22702232,0.00000000","-0.34941328,-0.67222005,-0.60631770,-0.00000000","3.45137620,0.90217984,0.80809611,0.00000000","3.47207370,1.16767765,1.03546106,0.00000000","6.25918964,39.40957623,38.70081306,nan","0.11282648,-0.01211271,1.98549378,0.11282648","0.05317605,-0.00563112,0.77993256,0.05317605","-0.99988782,-3.50507379,-3.56913781,-0.99988782","11,211","0.14596200,0.30187699","-0.34237900,-0.65554202","3.44140196,0.89016998","3.46147017,1.14597890","6.17265065,39.03358551","0.00000000,0.00000000","0.00000000,0.00000000","-3.20543790,-3.20543790","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:7,0:12:20,1:4:42,2:12:18,2:12:48"
11,12,"11,321,211,2112","-1,1,1,0","-2231,4100,2220,2010","-3.08419991,-0.70560783,-0.58692312,-0.96901506","0.70218021,0.24484654,0.25790080,0.30636087","7.28407049,0.96551818,0.80714738,1.88254642","7.94122340,1.22067915,1.03076597,2.13935229","23.47299678,37.72393284,38.45877025,28.36234947","-0.10193872,0.00394667,0.12969655,-0.10193872","-0.54813957,0.01137365,0.21328957,-0.54813957","-3.00382924,-3.64079857,-1.88711536,-3.00382924","11,211","-3.10509706,-0.69718200","0.69359100,0.24440899","7.34009790,0.93836999","7.99998334,1.19429340","23.43466892,38.21347434","0.00000000,0.00000000","0.00000000,0.00000000","-0.56937897,-0.56937897","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:4,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:41,1:4:24,2:12:19,2:12:50"
11,51,"11,211,211,2112","-1,1,1,0","-2231,4100,2200,2010","0.98227572,0.03307429,0.11815701,5.28737164","0.29049745,0.78207707,0.70666051,0.40153220","3.13600183,0.93076134,0.88527274,13.24513245","3.29905469,1.21616410,1.13887575,14.26713217","18.08890317,40.06404597,38.98400490,21.81834994","-0.07815879,-0.00770622,-5.23503017,-0.07815879","0.22696754,0.00032590,0.83260828,0.22696754","-1.27265263,-0.64436036,1.26394284,-1.27265263","11,211","0.98310298,0.03124100","0.29342499,0.80036002","3.14445210,0.95663100","3.30759258,1.24767586","18.07024012,39.93881769","0.00000000,0.00000000","0.00000000,0.00000000","-3.90803504,-3.90803504","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:14,0:12:36,1:4:14,2:12:23,2:12:59"
11,2645,"11,211,211","-1,1,1","-2231,4100,2230","2.24645925,0.37738219,0.29603451","0.08416434,-0.72030824,-0.65922582","8.26012421,0.96686625,0.91488564","8.56056743,1.26336520,1.16586056","15.22460328,40.06540487,38.30429601","-0.04321139,-0.00211841,1.32281554","0.97111207,-0.00110987,0.63608587","-0.81759083,-0.10047435,-1.91485953","11,211","2.26995802,0.36123899","0.11043000,-0.69489998","8.37097645,0.96031499","8.67399279,1.23918702","15.18915458,39.19898747","0.00000000,0.00000000","0.00000000,0.00000000","1.40771401,1.40771401","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:10,0:12:28,1:4:42,2:12:19,2:12:50"
11,3908,"11,211,211,2112","-1,1,1,0","-2231,4100,2230,2010","-0.55562854,0.61071628,0.57163435,-0.00000000","2.46794963,-0.30134442,-0.30392423,0.00000000","7.52513123,0.88513547,0.81848919,0.00000000","7.93896079,1.11680242,1.04358053,0.00000000","18.58109775,37.57439059,38.34322213,nan","-0.05910989,0.00139886,-0.23206671,-0.05910989","-0.02321675,0.00283498,-0.39633378,-0.02321675","-3.84404683,-3.63956499,-3.53466105,-3.84404683","11,211","-0.56058002,0.61407799","2.49351597,-0.30271101","7.58617592,0.88240600","8.00511942,1.11685544","18.61846777,37.80694048","0.00000000,0.00000000","0.00000000,0.00000000","-1.66012096,-1.66012096","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:12,0:12:32,1:4:47,2:12:19,2:12:50"
11,3197,"11,0,211,22,22","-1,1,1,0,0","-2231,4000,2230,2020,2010","-0.73999256,-0.38062394,-0.37590033,-0.20896406,-0.13302518","1.11173618,-0.57344067,-0.55675334,0.28197080,0.21641615","5.85789061,0.89686954,0.85584241,1.54424071,1.11038506","6.00819679,1.13052366,1.08799888,1.58362019,1.13907271","12.84291334,37.50292917,38.12918002,12.80416172,12.88620649","-0.05782900,0.00501764,-0.12005261,-0.05782900,-0.05782900","-0.05615880,-0.00333048,0.12620366,-0.05615880,-0.05615880","-2.50454664,-2.32492852,-1.54913700,-2.50454664,-2.50454664","11,211","-1.02836096,-0.37322599","1.58799398,-0.56097001","8.29702663,0.87807298","8.50998837,1.10679589","12.84499103,37.50061556","0.00000000,0.00000000","0.00000000,0.00000000","-3.39994502,-3.39994502","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:9,0:12:25,2:12:17,2:12:46"
11,67,"11,211,211,2112,2112,2112","-1,1,1,0,0,0","-2231,4100,2230,2010,2010,2010","-1.65294683,0.54726082,0.53384757,0.41354349,0.47218621,0.33674264","-2.89991617,0.36337075,0.32378706,0.87301499,0.81310505,0.63877708","9.16968250,0.85104191,0.78741229,1.94396079,1.92060077,1.70657408","9.75832077,1.07508374,1.00491263,2.17075031,2.13841225,1.85305878","20.00239492,37.66422291,38.41203855,26.42407884,26.08491626,22.93466918","-0.29115725,-0.00577818,-0.70065576,-0.29115725,-0.29115725,-0.29115725","0.17965938,0.00870233,1.10103834,0.17965938,0.17965938,0.17965938","-1.83993256,-2.43272114,-0.78728604,-1.83993256,-1.83993256,-1.83993256","11,211","-1.68107700,0.55078202","-2.93013406,0.36579999","9.29214478,0.83458197","9.88714620,1.06475234","19.97853103,38.38765060","0.00000000,0.00000000","0.00000000,0.00000000","-0.21683200,-0.21683200","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:14,0:12:36,1:4:7,2:12:20,2:12:52"
11,76,"11,0,211","-1,1,1","-2231,4000,2230","-1.57002735,-0.21956486,-0.23149937","-1.59148669,0.62775671,0.63559210","6.44516993,0.90981591,0.83765471","6.82187886,1.12696593,1.07667762","19.12967701,36.16562785,38.92222016","0.24057487,0.00104614,4.39441538","-0.21922615,0.00036590,1.57120049","-0.37341872,-1.04554319,2.96782351","11,211","-1.55983400,-0.21920501","-1.59800196,0.62483001","6.45126486,0.88618398","6.82682288,1.10624835","19.09317615,36.76745901","0.00000000,0.00000000","0.00000000,0.00000000","-2.60113907,-2.60113907","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:13,0:12:33,2:12:18,2:12:46"
11,4352,"11,211,211,22","-1,1,1,0","-2231,4100,2220,2020","-0.92652577,0.66973597,0.62710178,-0.13612910","2.60723186,0.05677073,0.04566740,0.43173757","7.61581373,0.85739392,0.78774226,1.24487936","8.10288385,1.08944643,1.00790873,1.32463319","19.96702801,38.09400156,38.59626886,19.98338473","-0.06484732,0.00145238,-0.04703279,-0.06484732","-0.04254553,-0.01713398,0.20584267,-0.04254553","-4.28402233,-4.40004539,-2.52066040,-4.28402233","11,211","-1.15177596,0.68403202","3.29011798,0.05508300","9.60230541,0.87208402","10.21546540,1.10971370","19.95225829,38.19934338","0.00000000,0.00000000","0.00000000,0.00000000","0.23123300,0.23123300","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:13,0:12:35,1:4:3,2:12:18,2:12:46"
11,1356,"11,0,211,22,22","-1,1,1,0,0","-2231,4000,2230,2010,2010","0.64787865,0.08841972,0.09502770,0.04299463,0.04036397","0.89924508,0.76200658,0.70000750,0.04612678,0.03996041","3.73945189,0.94753134,0.89488429,0.21534695,0.16873130","3.90024215,1.21913400,1.14011344,0.22438923,0.17803465","16.50916622,38.99355666,38.28781926,16.32093078,18.60435327","-0.71414667,0.00973071,-0.05301215,-0.71414667,-0.71414667","0.49847743,-0.00112911,-0.01360772,0.49847743,0.49847743","-0.63695955,-0.68860620,-0.96107578,-0.63695955,-0.63695955","11,211","0.67219299,0.08858500","0.94474697,0.74102700","3.94015193,0.92681998","4.10721164,1.18994268","16.39770712,38.84205448","0.00000000,0.00000000","0.00000000,0.00000000","-4.80092287,-4.80092287","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:12,0:12:32,2:12:20,2:12:53"
11,621,"11,321,211,22","-1,1,1,0","-2231,4100,2230,2010","-0.44814664,0.74755698,0.65540856,-0.02028822","-0.94554687,0.21753258,0.11634260,-0.03465927","9.04669571,0.99385029,0.82242739,0.27154100","9.10700816,1.26249763,1.05805614,0.27449479","6.59770984,38.07449375,38.98594316,8.41299914","0.14447522,0.01184179,-0.49640244,0.14447522","-0.06224123,-0.04069466,2.55066037,-0.06224123","-2.81309056,-3.47213531,-0.86666334,-2.81309056","11,211","-0.44753200,0.70201498","-0.94860101,0.19544099","9.11295986,0.93830699","9.17312194,1.18804134","6.56565598,37.83380871","0.00000000,0.00000000","0.00000000,0.00000000","2.19658208,2.19658208","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:4,0:12:12,1:4:5,2:12:20,2:12:52"
11,1695,"11,0,211","-1,1,1","-2231,4000,2230","2.81206441,0.61016732,0.54378748","-0.00692777,-0.38289598,-0.34175113","8.10040283,0.93366468,0.80868274","8.57463004,1.17925537,1.03269862","19.14455882,37.65150201,38.45680919","-0.01418723,-0.00217649,0.41263670","0.15633459,-0.00346837,0.70708543","-1.01597536,-1.08737719,7.20362997","11,211","2.83013701,0.60762900","-0.00447800,-0.38307399","8.15958691,0.92409402","8.63646653,1.17043088","19.12902686,37.85809156","0.00000000,0.00000000","0.00000000,0.00000000","-2.24118090,-2.24118090","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:13,0:12:35,2:12:21,2:12:53"
11,3745,"11,211,211,2112","-1,1,1,0","-2231,4100,2220,2010","-0.68831593,0.07518444,0.10758830,-0.53436148","-1.26739573,0.76733261,0.71962279,-0.60309732","4.28711081,0.96621227,0.91372192,2.01012754","4.52320570,1.23613033,1.16804107,2.16561338","18.59367141,38.58877179,38.53123681,21.84368585","0.06594104,0.00346243,-0.56521964,0.06594104","-0.02343283,-0.00033925,0.05747374,-0.02343283","-1.87362754,-2.29119635,-2.51810145,-1.87362754","11,211","-0.68257201,0.07709800","-1.26320601,0.78305000","4.27330923,0.98046201","4.50807783,1.25714644","18.57226757,38.74759601","0.00000000,0.00000000","0.00000000,0.00000000","-4.26742315,-4.26742315","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:14,0:12:36,1:4:14,2:12:21,2:12:54"
